SurveyYear,OutputFileName,Section,FinalDocName,FinalVariableDescription,ResponseCode,ResponseText,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank
2017,Sample Adult,ACN,,Now taking prescribed medicine to lower cholesterol,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,CHDEV,Ever been told you had coronary heart disease,,,ACN.031_01.000,, ,CHDEV,CHDEV,Have you EVER been told by a doctor or other health professional that you had ... Coronary heart disease?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,coronary; ischemic; heart disease; myocardial infarction; angina,None,
2017,Sample Adult,ACN,,Ever been told you had coronary heart disease,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had coronary heart disease,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had coronary heart disease,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had coronary heart disease,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had coronary heart disease,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ANGEV,Ever been told you had angina pectoris,,,ACN.031_02.000,, ,ANGEV,ANGEV,"Have you EVER been told by a doctor or other health professional that you had ... Angina, also called angina pectoris?","ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,coronary; ischemic; heart disease; angina,None,
2017,Sample Adult,ACN,,Ever been told you had angina pectoris,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had angina pectoris,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had angina pectoris,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had angina pectoris,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had angina pectoris,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,MIEV,Ever been told you had a heart attack,,,ACN.031_03.000,, ,MIEV,MIEV,Have you EVER been told by a doctor or other health professional that you had ...A heart attack (also called myocardial infarction),"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,coronary; ischemic; heart disease; myocardial infarction; heart attack,None,
2017,Sample Adult,ACN,,Ever been told you had a heart attack,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart attack,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart attack,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart attack,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart attack,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,HRTEV,Ever been told you had a heart condition/disease,,,ACN.031_04.000,, ,HRTEV,HRTEV,Have you EVER been told by a doctor or other health professional that you had ...Any kind of heart condition or heart disease (other than the ones I just asked about)?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,circulatory disease; heart disease; heart rhythm disorders,None,
2017,Sample Adult,ACN,,Ever been told you had a heart condition/disease,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart condition/disease,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart condition/disease,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart condition/disease,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a heart condition/disease,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,STREV,Ever been told you had a stroke,,,ACN.031_05.000,, ,STREV,STREV,Have you EVER been told by a doctor or other health professional that you had...A stroke?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,cerebrovascular disease; stroke; transient ischemic attack,None,
2017,Sample Adult,ACN,,Ever been told you had a stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had a stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,EPHEV,Ever been told you had emphysema,,,ACN.031_06.000,, ,EPHEV,EPHEV,Have you EVER been told by a doctor or other health professional that you had...Emphysema?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,respiratory disease; emphysema; chronic obstructive lung disease,None,
2017,Sample Adult,ACN,,Ever been told you had emphysema,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had emphysema,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had emphysema,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had emphysema,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had emphysema,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,JAWP,"Jaw, neck, or back pain a symptom of heart attack",,,ACN.032_01.010,,,JAWP,JAWP,"Which of the following would you say are the symptoms that someone may be having a heart attack?  I am going to read a list.  Please say yes or no to each one.

...Pain or discomfort in the jaw, neck or back."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,"Jaw, neck, or back pain a symptom of heart attack",1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Jaw, neck, or back pain a symptom of heart attack",2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Jaw, neck, or back pain a symptom of heart attack",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Jaw, neck, or back pain a symptom of heart attack",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Jaw, neck, or back pain a symptom of heart attack",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,WEA,"Feeling weak, lightheaded, or faint a symptom of heart attack",,,ACN.032_02.020,,,WEA,WEA,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a heart attack?

?Feeling weak, lightheaded or faint."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,"Feeling weak, lightheaded, or faint a symptom of heart attack",1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Feeling weak, lightheaded, or faint a symptom of heart attack",2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Feeling weak, lightheaded, or faint a symptom of heart attack",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Feeling weak, lightheaded, or faint a symptom of heart attack",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,"Feeling weak, lightheaded, or faint a symptom of heart attack",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,CHE,Chest pain or discomfort a symptom of heart attack,,,ACN.032_03.030,,,CHE,CHE,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a heart attack?

?Chest pain or discomfort."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Chest pain or discomfort a symptom of heart attack,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Chest pain or discomfort a symptom of heart attack,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Chest pain or discomfort a symptom of heart attack,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Chest pain or discomfort a symptom of heart attack,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Chest pain or discomfort a symptom of heart attack,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ARM,Pain or discomfort in arms or shoulder a symptom of heart attack,,,ACN.032_04.040,,,ARM,ARM,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a heart attack?

?Pain or discomfort in the arms or shoulder."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Pain or discomfort in arms or shoulder a symptom of heart attack,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Pain or discomfort in arms or shoulder a symptom of heart attack,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Pain or discomfort in arms or shoulder a symptom of heart attack,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Pain or discomfort in arms or shoulder a symptom of heart attack,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Pain or discomfort in arms or shoulder a symptom of heart attack,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,BRTH,Shortness of breath a symptom of heart attack,,,ACN.032_05.050,,,BRTH,BRTH,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a heart attack?

?Shortness of breath."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Shortness of breath a symptom of heart attack,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Shortness of breath a symptom of heart attack,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Shortness of breath a symptom of heart attack,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Shortness of breath a symptom of heart attack,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Shortness of breath a symptom of heart attack,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,AHADO,What is best thing to do if someone is having a heart attack,,,ACN.032_06.060,,,AHADO,AHADO,"(book) A4

If you thought someone was having a heart attack, what is the BEST thing to do right away?"," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,1,Advise them to drive to the hospital,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,2,Advise them to call their physician,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,3,Call 9-1-1 (or another emergency number),,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,4,Call spouse or family member,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,5,Other,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a heart attack,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,FACE,Sudden numbness of face/arm/leg a symptom of having stroke,,,ACN.033_01.010,,,FACE,FACE,"Which of the following would you say are the symptoms that someone may be having a stroke?  I am going to read a list.  Please say yes or no to each one.

... Sudden numbness or weakness of face, arm, or leg, especially on one side."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Sudden numbness of face/arm/leg a symptom of having stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden numbness of face/arm/leg a symptom of having stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden numbness of face/arm/leg a symptom of having stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden numbness of face/arm/leg a symptom of having stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden numbness of face/arm/leg a symptom of having stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,SPEAKING,Sudden confusion or trouble speaking a symptom of having stroke,,,ACN.033_02.020,,,SPEAKING,SPEAKING,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a stroke?  

? Sudden confusion or trouble speaking."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Sudden confusion or trouble speaking a symptom of having stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden confusion or trouble speaking a symptom of having stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden confusion or trouble speaking a symptom of having stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden confusion or trouble speaking a symptom of having stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden confusion or trouble speaking a symptom of having stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,EYE,Sudden trouble seeing in one/both eyes a symptom of having stroke,,,ACN.033_03.030,,,EYE,EYE,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a stroke?  

? Sudden trouble seeing in one or both eyes."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Sudden trouble seeing in one/both eyes a symptom of having stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble seeing in one/both eyes a symptom of having stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble seeing in one/both eyes a symptom of having stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble seeing in one/both eyes a symptom of having stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble seeing in one/both eyes a symptom of having stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,WALKING,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,,,ACN.033_04.040,,,WALKING,WALKING,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a stroke?  

... Sudden trouble walking, dizziness, or loss of balance."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden trouble walking/dizziness/loss of balance  symptom of having stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,HEADACHE,Sudden severe headache with no known cause a symptom of having stroke,,,ACN.033_05.050,,,HEADACHE,HEADACHE,"*Read if necessary:

Which of the following would you say are the symptoms that someone may be having a stroke?  

... Sudden severe headache with no known cause."," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,Sudden severe headache with no known cause a symptom of having stroke,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden severe headache with no known cause a symptom of having stroke,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden severe headache with no known cause a symptom of having stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden severe headache with no known cause a symptom of having stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Sudden severe headache with no known cause a symptom of having stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ASTDO,What is best thing to do if someone is having a stroke,,,ACN.033_06.060,,,ASTDO,ASTDO,"(book) A4

If you thought someone was having a stroke, what is the BEST thing to do right away?"," ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,None,None,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,1,Advise them to drive to the hospital,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,2,Advise them to call their physician,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,3,Call 9-1-1 (or another emergency number),,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,4,Call spouse or family member,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,5,Other,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,What is best thing to do if someone is having a stroke,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,COPDEV,Ever been told you had COPD,,,ACN.035_00.000,,,COPDEV,COPDEV,"Have you EVER been told by a doctor or other health professional that you had chronic obstructive pulmonary disease, also called COPD?","ASTATFLG='1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults 18+,None,None,chronic obstructive pulmonary disease; COPD,None,
2017,Sample Adult,ACN,,Ever been told you had COPD,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had COPD,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had COPD,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had COPD,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had COPD,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ASPMEDEV,Ever been told to take low-dose aspirin,,,ACN.040_00.010,,,ASPMEDEV,ASPMEDEV,"Has a doctor or other health professional EVER told you to take a low-dose aspirin each day to prevent or control heart disease?

* If the respondent volunteers they have been told to take an aspirin every other day or ?regularly? for these reasons, enter","ASTATFLG='1' and (AGE GE '040' and AGE not IN('997','999'))",Sample adults 40+,None,None,low-dose aspirin; heart disease,None,
2017,Sample Adult,ACN,,Ever been told to take low-dose aspirin,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told to take low-dose aspirin,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told to take low-dose aspirin,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told to take low-dose aspirin,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told to take low-dose aspirin,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ASPMEDAD,Following low-dose aspirin advice,,,ACN.040_00.020,,,ASPMEDAD,ASPMEDAD,"Are you NOW following this advice?

* If the respondent provides an answer such as ?sometimes,? ?occasionally,? or ?from time to time,? enter 1 for ?yes.""","ASTATFLG='1' and (AGE GE '040' and AGE not IN('997','999')) and ASPMEDEV ='1'",Sample adults 40+ who have ever been advised to take a low-dose aspirin every day to prevent or control heart disease,None,None,low-dose aspirin; heart disease,None,
2017,Sample Adult,ACN,,Following low-dose aspirin advice,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Following low-dose aspirin advice,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Following low-dose aspirin advice,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Following low-dose aspirin advice,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Following low-dose aspirin advice,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ASPMDMED,Advised to stop taking low-dose aspirin,,,ACN.040_00.030,,,ASPMDMED,ASPMDMED,Did a doctor or other health professional advise you to stop taking a low-dose aspirin every day?,"ASTATFLG='1' and (AGE GE '040' and AGE not IN('997','999')) and ASPMEDEV='1' and ASPMEDAD='2'","Sample adults 40+ who have ever been advised to take aspirin every day, but are not currently following that advice",None,None,low-dose aspirin; heart aspirin,None,
2017,Sample Adult,ACN,,Advised to stop taking low-dose aspirin,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Advised to stop taking low-dose aspirin,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Advised to stop taking low-dose aspirin,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Advised to stop taking low-dose aspirin,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Advised to stop taking low-dose aspirin,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ASPONOWN,Taking low-dose aspirin on own,,,ACN.040_00.040,,,ASPONOWN,ASPONOWN,"On your own, are you now taking a low-dose aspirin each day to prevent or control heart disease? 

* If the respondent volunteers they are taking an aspirin every other day or ?regularly? for these reasons, enter 1 for ?yes.?","ASTATFLG='1' and (AGE GE '040' and AGE not IN('997','999')) and ASPMEDEV IN('2','7','9')",Sample adults 40+ who have not been advised to take aspirin every day or Ref/DK if they have been advised to take aspirin every day,None,None,low-dose aspirin; heart disease,None,
2017,Sample Adult,ACN,,Taking low-dose aspirin on own,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Taking low-dose aspirin on own,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Taking low-dose aspirin on own,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Taking low-dose aspirin on own,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Taking low-dose aspirin on own,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,AASMEV,Ever been told you had asthma,,,ACN.080_00.000,, ,AASMEV,AASMEV,Have you EVER been told by a doctor or other health professional that you had asthma?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,respiratory disease; asthma; trouble breathing,None,
2017,Sample Adult,ACN,,Ever been told you had asthma,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had asthma,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had asthma,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had asthma,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you had asthma,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,AASSTILL,Still have asthma,,,ACN.085_00.000,, ,AASSTILL,AASSTILL,Do you still have asthma?,"ASTATFLG = '1' and  (AGE GE '018' and AGE not IN ('997','999')) and AASMEV = '1'",Sample adults aged 18+ years who were ever told they have asthma,None,None,respiratory disease; asthma; trouble breathing,None,
2017,Sample Adult,ACN,,Still have asthma,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Still have asthma,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Still have asthma,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Still have asthma,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Still have asthma,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,AASMYR,Had an asthma episode/attack past 12 m,,,ACN.090_00.000,, ,AASMYR,AASMYR,"DURING THE PAST 12 MONTHS, have you had an episode of asthma or an asthma attack?","ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AASMEV = '1'",Sample adults aged 18+ years who were ever told they had asthma,None,None,respiratory disease; asthma; trouble breathing,None,
2017,Sample Adult,ACN,,Had an asthma episode/attack past 12 m,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had an asthma episode/attack past 12 m,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had an asthma episode/attack past 12 m,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had an asthma episode/attack past 12 m,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had an asthma episode/attack past 12 m,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,AASERYR1,Had visit to ER due to asthma past 12 m,,,ACN.100_00.000,, ,AASERYR1,AASMERYR,"DURING THE PAST 12 MONTHS, have you had to visit an emergency room or urgent care center because of asthma?","ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AASMEV='1'",Sample adults aged 18+ years who were ever told they had asthma,None,None,respiratory disease; asthma; asthma emergency,None,
2017,Sample Adult,ACN,,Had visit to ER due to asthma past 12 m,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had visit to ER due to asthma past 12 m,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had visit to ER due to asthma past 12 m,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had visit to ER due to asthma past 12 m,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had visit to ER due to asthma past 12 m,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ULCEV,Ever been told you have an ulcer,,,ACN.110_00.000,, ,ULCEV,ULCEV,"Have you EVER been told by a doctor or other health professional that you had...An ulcer? This could be a stomach, duodenal or peptic ulcer.","ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,digestive disease; ulcer; stomach trouble; duodenal; peptic,None,
2017,Sample Adult,ACN,,Ever been told you have an ulcer,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you have an ulcer,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you have an ulcer,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you have an ulcer,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever been told you have an ulcer,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,ULCYR,Had ulcer in past 12 m,,,ACN.120_00.000,, ,ULCYR,ULCYR,DURING THE PAST 12 MONTHS have you had an ulcer?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and ULCEV = '1'",Sample adults aged 18+ years who were ever told they had an ulcer,None,None,digestive disease; ulcer; stomach trouble; duodenal; peptic,None,
2017,Sample Adult,ACN,,Had ulcer in past 12 m,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had ulcer in past 12 m,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had ulcer in past 12 m,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had ulcer in past 12 m,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Had ulcer in past 12 m,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,ACN,CANEV,Ever told by a doctor you had cancer,,,ACN.130_00.000,, ,CANEV,CANEV,Have you EVER been told by a doctor or other health professional that you had...Cancer or a malignancy of any kind?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999'))",Sample adults aged 18+ years,None,None,cancer; malignant neoplasm; malignancy,None,Test:               Find testing evaluation report at https://wwwn.cdc.gov/qbank/Surveys/NHIS.aspx
2017,Sample Adult,ACN,,Ever told by a doctor you had cancer,1,Yes,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever told by a doctor you had cancer,2,No,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever told by a doctor you had cancer,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever told by a doctor you had cancer,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,ACN,,Ever told by a doctor you had cancer,9,Don't know,,,,,,,,,,,,,
